"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"443","Industry","EnergyEfficiencyMandates","BEL",2012,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"444","Industry","EnergyEfficiencyMandates","DNK",2012,5,"NMBI","Other regulatory instruments",5,5,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"445","Industry","EnergyEfficiencyMandates","FIN",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"446","Industry","EnergyEfficiencyMandates","IDN",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"447","Industry","ETS Industry","AUS",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"448","Industry","Excise Taxes Industry","ROU",2012,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"449","Industry","Financing Mechanism Industry","GBR",2012,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"450","Industry","Financing Mechanism Industry","SAU",2012,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"451","Industry","Fossil Fuel Subsidies Industry","CHL",2012,9,"MBI","Carbon Pricing",4,7,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"452","Industry","Fossil Fuel Subsidies Industry","PRT",2012,7,"MBI","Carbon Pricing",3,0,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"453","Industry","Fossil Fuel Subsidies Industry","GBR",2012,6,"MBI","Carbon Pricing",6,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"454","Industry","Fossil Fuel Subsidies Industry","ESP",2012,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"455","Industry","MEPS electric motors","BRA",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"456","Industry","MEPS electric motors","CAN",2012,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"457","Industry","MEPS electric motors","CHN",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"458","Transport","Carbon Tax Transport","JPN",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"459","Transport","Congestion Charges","ITA",2012,2,"MBI","Other MBI",2,2,1,1,1,"OECD","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"460","Transport","Excise Tax Transport","FIN",2012,6,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"461","Transport","Financial support","ARG",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"462","Transport","Financial support","ESP",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"463","Transport","Financial support","KOR",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"464","Transport","Fossil Fuel Subsidies Transport","GRC",2012,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"465","Transport","Fossil Fuel Subsidies Transport","NOR",2012,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"466","Transport","Investment in Rail Infrastructure","DEU",2012,7,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"467","Transport","Investment in Rail Infrastructure","GRC",2012,4,"NMBI","Other NMBI",2,-2,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"468","Transport","MEPS Transport","BRA",2012,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"469","Transport","MEPS Transport","CHN",2012,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"470","Buildings","Bans and Phaseouts Fossil Fuels Heating","DNK",2013,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"471","Buildings","BuildingEnergyCodes","GRC",2013,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"472","Buildings","BuildingEnergyCodes","FIN",2013,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"473","Buildings","Excise Taxes Buildings","ROU",2013,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"474","Buildings","Excise Taxes Buildings","CHL",2013,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",0
"475","Buildings","Financial support","ESP",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"476","Buildings","Financial support","NOR",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"477","Buildings","Financing Mechanism Buildings","TUR",2013,8,"MBI","Subsidy",8,8,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"478","Buildings","Financing Mechanism Buildings","NLD",2013,5,"MBI","Subsidy",2,5,0,1,0,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"479","Buildings","Fossil Fuel Subsides Buildings","MEX",2013,5,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"480","Buildings","Fossil Fuel Subsides Buildings","NOR",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"481","Buildings","Labels Appliances","TUR",2013,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"482","Buildings","Labels Appliances","IDN",2013,5,"NMBI","Information",2,2,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"483","Buildings","Labels Appliances","SAU",2013,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"484","Buildings","MEPS of appliances","TUR",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"485","Buildings","MEPS of appliances","NZL",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"486","Electricity","AirEmissionStandards","HUN",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"487","Electricity","AirEmissionStandards","DNK",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"488","Electricity","AirEmissionStandards","SVK",2013,8,"NMBI","Performance Standards",6,6,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"489","Electricity","AirEmissionStandards","DEU",2013,8,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"490","Electricity","AirEmissionStandards","GBR",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"491","Electricity","AirEmissionStandards","NLD",2013,8,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"492","Electricity","AirEmissionStandards","CZE",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"493","Electricity","AirEmissionStandards","POL",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"494","Electricity","AirEmissionStandards","ITA",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"495","Electricity","AirEmissionStandards","ESP",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"496","Electricity","AirEmissionStandards","AUT",2013,8,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"497","Electricity","AirEmissionStandards","SWE",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"498","Electricity","AirEmissionStandards","IRL",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"499","Electricity","Feed-In-Tariffs","ITA",2013,8,"MBI","Subsidy",4,4,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"500","Electricity","Fossil Fuel Subsidies Electricity","ITA",2013,7,"MBI","Carbon Pricing",3,7,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"501","Electricity","Fossil Fuel Subsidies Electricity","POL",2013,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"502","Electricity","PlanningRenewablesExpansion","SVK",2013,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"503","Electricity","PlanningRenewablesExpansion","POL",2013,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"504","Electricity","PlanningRenewablesExpansion","ZAF",2013,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"505","Electricity","PlanningRenewablesExpansion","NLD",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"506","Electricity","Renewable energy certificates","GBR",2013,10,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"507","Electricity","Renewable energy certificates","ROU",2013,9,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"508","Industry","EnergyEfficiencyMandates","ROU",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"509","Industry","EnergyEfficiencyMandates","FRA",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"510","Industry","EnergyEfficiencyMandates","CHL",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"511","Industry","EnergyEfficiencyMandates","CAN",2013,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"512","Industry","ETS Industry","USA",2013,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"513","Industry","Excise Taxes Industry","ESP",2013,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"514","Industry","Excise Taxes Industry","PRT",2013,3,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"515","Industry","Financing Mechanism Industry","TUR",2013,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"516","Industry","Fossil Fuel Subsidies Industry","ESP",2013,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","slow_increase",1
"517","Industry","Fossil Fuel Subsidies Industry","NLD",2013,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"518","Industry","Fossil Fuel Subsidies Industry","SWE",2013,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"519","Industry","Fossil Fuel Subsidies Industry","NZL",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"520","Industry","Fossil Fuel Subsidies Industry","MEX",2013,5,"MBI","Carbon Pricing",4,4,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"521","Industry","Fossil Fuel Subsidies Industry","IDN",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"522","Industry","Fossil Fuel Subsidies Industry","AUT",2013,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
